repo,sha,author,date,message
linguist,d7fd12cb327d45cdea5a0bf8a383208d666a744c,Brandon Keepers,2014-11-18T20:19:23Z,Remove deprecated method
linguist,850ab6dedb28b8e23e6585eee1d63faf4a833dbb,Brandon Keepers,2014-11-18T20:10:07Z,#all_extensions already includes primary extension
linguist,b20fa497b91733bbf8bcf7bd2478c4282998e611,Brandon Keepers,2014-11-18T20:07:36Z,typo
linguist,1abc7ee2efc399fb418564b226ff6f965fe9628a,Brandon Keepers,2014-11-18T20:04:12Z,remove unused assertion
linguist,d7a032afcd2184016ced412b7dd371738c354815,Brandon Keepers,2014-11-18T20:02:18Z,Symlink ant.xml to build.xml
linguist,587c764950b26c11316712e3ba9d83295346425a,Brandon Keepers,2014-11-18T19:57:39Z,Avoid shadowing variable name
linguist,1abbcb6435c294f7585defc610032be639c0d80d,Brandon Keepers,2014-11-18T19:57:32Z,Update comment
linguist,17f3d7005a086de3e5d42d6979c763ba06385edf,Brandon Keepers,2014-11-18T19:55:15Z,Make missing sample failure message similar
linguist,ac596207288fa310eb45c7678f6802edfc3d6519,Brandon Keepers,2014-11-18T19:48:43Z,Remove blank extensions property
linguist,ba8b55391d48d872634d412c7c8acff95bd50805,Brandon Keepers,2014-11-18T19:48:21Z,Fix sample tests
linguist,03c1e725cef3c8fe9a744a7d9a7118e222b8f9dd,Lars Brinkhoff,2013-08-24T12:23:17Z,Add Forth extensions .f and .for; add heuristics for Forth and FORTRAN.
linguist,4cefaf2808701d48e3826b16fdc8c2679a1eb173,Lars Brinkhoff,2013-08-24T09:32:55Z,Add FORTRAN and Forth samples.
linguist,757801e32ff15acb122283bc02856998c017e2fe,Brandon Keepers,2014-11-18T19:09:15Z,Merge remote-tracking branch 'origin/master' into filename-matches-multiple-langages
linguist,749ea2a580b07bee6ca0f6830242d9a8eaf2a1af,Brandon Keepers,2014-11-18T19:01:57Z,Merge pull request #1734 from github/just-filenames
linguist,dc373fb51f194cee6d66a0b5f58d67660404bef9,Adam Roben,2014-11-18T16:47:35Z,Merge pull request #1737 from github/relax-mime-types
linguist,0443c4db2d704d4f2b805c16cf4da36eef1370e3,Arfon Smith,2014-11-18T16:43:01Z,Merge pull request #1674 from github/rework-heuristics
linguist,d699ba3a98a203832cb5893ed0d36f50a10ad3af,Adam Roben,2014-11-18T15:15:16Z,Allow mime-types 2.x to be used with Linguist
linguist,92d2782cebc96df8e26bf5b322937ecb12b8a925,Adam Roben,2014-11-18T15:45:38Z,Merge pull request #1738 from github/update-rugged
linguist,e76ebb1a748a5f61981c08dee9a0f2766fc16b75,Adam Roben,2014-11-18T15:40:37Z,Upgrade to rugged 0.22.0b1
linguist,cacde403c06dcf23d6d32da93062f85b6a81ed38,Arfon Smith,2014-11-18T14:07:51Z,Merge pull request #1736 from github/aroben-patch-1
linguist,906b0ee30edc8b34ad75c90048b2e9e220ac7b72,Adam Roben,2014-11-18T13:48:00Z,Mention that languages need to be quite popular
linguist,cd7549390e107d11e54d62d723001e7a0416015c,Brandon Keepers,2014-11-18T01:00:09Z,Extensions aren't actually required
linguist,f30cab30f409be2b3143fe437b9f3385c9df3d72,Brandon Keepers,2014-11-18T00:42:22Z,fix vendor/cache
linguist,1356d4e579ec783e7f29b55ae989b70c5f907eb5,Paul Chaignon,2014-11-18T00:20:45Z,Remove heuristic rules for .mm files
linguist,63c83d014b138d0595ce26fad866a92181e5edaa,Brandon Keepers,2014-11-17T23:53:14Z,Fix errors from pedantic test
linguist,b8e426d3a3d751410ff56474630d2342716edd2f,Brandon Keepers,2014-11-17T23:52:53Z,Make pedantic test actually pedantic
linguist,c5344da2ba307524ed6ac69d19eaa7f5ec762aed,Arfon Smith,2014-11-17T22:44:39Z,Removing extensions when they should be filenames
linguist,7606a70bb824a5345812babe3aea1c7d008e27b1,Arfon Smith,2014-11-17T22:35:07Z,Merge pull request #1733 from github/gemfile-lock-not-generated
linguist,7d850d7c0981d43d45de11caebfc701c9f50b7af,Arfon Smith,2014-11-17T22:31:47Z,Gemfile.lock is nolonger considered generated
linguist,c1b704075e84b768c654114a60df702ccab6efce,Arfon Smith,2014-11-17T22:25:03Z,Adding sample pom.xml files
linguist,07a6411a755ce131d7b6c6f737b30cd865f493be,Brandon Keepers,2014-11-17T21:30:39Z,Link to contributing docs
linguist,b32bc5ef471e6719e7ece1dbebc00eb4e9ec723d,Brandon Keepers,2014-11-17T21:18:56Z,require samples if filename matches multiple languages
linguist,6c106b88c05cdf36c609c55d4029735372b22c5c,Brandon Keepers,2014-11-17T20:47:21Z,Avoid using singular #extension
linguist,f2c9581bacc3f1621cee19f94f262b5328ff0d6a,Adam Roben,2014-11-17T20:28:32Z,Merge pull request #1730 from github/more-docs
linguist,c46667581de09057e35b8ea01effbfe458c21964,Brandon Keepers,2014-11-17T20:15:39Z,Use the first extension with languages defined
linguist,59e5ba351ce26e2d95fe7264460fc602a21769ab,Adam Roben,2014-11-17T20:14:36Z,Mention that grammars should be licensed
linguist,a8a710f863b6bc5701296fea8138dcddc236069c,Adam Roben,2014-11-17T20:10:09Z,Add a link to CONTRIBUTING.md from the README
linguist,f603b731a938b1875df045082330f94c68ccf66a,Adam Roben,2014-11-17T20:05:33Z,Add CONTRIBUTING.md
linguist,3ca872cea8c6105d07cf173b3aac33684c5d2f84,Brandon Keepers,2014-11-17T19:54:22Z,Support for multiple file extension segments
linguist,970953ca1231cd3b1196dbb77dd57c75ffb1e6a3,Adam Roben,2014-11-17T19:45:46Z,Merge pull request #1727 from pchaigno/lexer-inform7
linguist,7cf63725195134f8e53abf38c2f173ca727109cf,Vicent Marti,2014-11-17T17:09:26Z,Version 4.0.1
linguist,1d381233e05635ed325e39a63f87ae1829391de7,Paul Chaignon,2014-11-17T16:19:23Z,Update tm_scope to match case used in Sublime-Inform
linguist,6f0c24b90b14897e0934df8f15af99b0201dc4c4,Paul Chaignon,2014-11-17T15:56:38Z,Remove grammar for Inform 6
linguist,f29c17226740389b2f3c0eadafd8e318d35d0710,Brandon Keepers,2014-11-17T15:52:39Z,Merge pull request #1726 from github/makefile-tests
linguist,e9c559825474ae71fbf9f5395b25127c5ec77e21,Paul Chaignon,2014-11-17T15:50:03Z,Add lexer for Inform 7 using download-grammars script
linguist,dd5728a4414d3cdf3d14d9902c97db6e9007c60b,Adam Roben,2014-11-17T15:45:48Z,Merge pull request #1728 from github/new-pike-url
linguist,ec1d77c32ee1b66ada6dac2979410f83a2260c5d,Adam Roben,2014-11-17T15:43:36Z,Update the URL for the source.pike grammar
linguist,40887930f997abea03b0958969d535415793a9df,Paul Chaignon,2014-11-17T14:41:35Z,Lexer for Inform 7
linguist,6bf8243014c97dfbaf8c7a78c174460b248fa44d,Brandon Keepers,2014-11-17T13:15:17Z,Fix tests for Makefile change
linguist,419805ce9f1a8682424459880b72cb0aa5064a03,Brandon Keepers,2014-11-17T04:17:30Z,Merge pull request #1724 from pchaigno/make-type
linguist,81089416a2ae2c1cdf5d7876e3d6b6d94abd1686,Paul Chaignon,2014-11-17T04:13:31Z,Makefile set to programming type
linguist,efc779996037133a51dab79a735952282ce26968,Vicent Marti,2014-11-16T17:29:58Z,Clojure grammar from Atom
linguist,7702583314e4fbd2795a58a90c0d68ea59c19089,Joseph Hall,2014-11-16T14:19:55Z,Python also supports triple single-quotes for comments
linguist,fcbef97e39ef2973818962558867807b2d4e31cf,Vicent Marti,2014-11-16T13:42:56Z,Typo in README
linguist,8beef260dab3eb1c4ca02d3384c77f012ae47782,Vicent Marti,2014-11-16T13:41:40Z,Merge pull request #1722 from github/vmg/grammar-fixes
linguist,618a5b62eef14307d009d41474d851aa8037fc54,Vicent Marti,2014-11-16T13:40:48Z,Revert the changes in download-grammars
linguist,c5799244853d1461cf6d30a5fa6abe06f695c4c2,Vicent Marti,2014-11-16T13:25:11Z,DOCS
linguist,9b9fadfa191c7d3ae4e7685af84d0594c26ebdbd,Vicent Marti,2014-11-16T12:47:19Z,Use a Racket grammar for Racket
linguist,daf64010f9e274c3eafc2d2923745646f11d5fd6,Vicent Marti,2014-11-14T19:24:21Z,Merge pull request #1714 from github/vmg/new-languages
linguist,f0bd24f8100f491a806c7311f374d714bbca2731,Vicent Marti,2014-11-14T18:20:47Z,DOT was already a thing
linguist,5969a8b679e756e9ad0da3c7b3bd35a8d3cc7f07,Vicent Marti,2014-11-14T18:18:43Z,More samples
linguist,6b3ba295581ee190d1dcbbb746070986d449b181,Vicent Marti,2014-11-14T18:11:11Z,Reindent
linguist,f217047ac0297748b58e7ab63b83d8b374321efc,Vicent Marti,2014-11-14T18:06:41Z,Rename
linguist,935c8523643ac8b2e6743c5129fb68926537ee17,Vicent Marti,2014-11-14T18:05:10Z,Add Dockerfile sample
linguist,9e28965259a4730e586c1a3bf49b87e28d91d31a,Vicent Marti,2014-11-14T18:04:11Z,Rename Dockerfile
linguist,a829f3143ab2d9f39fa001be8a022b1fbac499b3,Vicent Marti,2014-11-14T18:04:06Z,Add DOT sample
linguist,3fc01d09cef770f0331b30d81511104edf8ad0ed,Vicent Marti,2014-11-14T18:00:21Z,Hah Parrot was already a thing
linguist,a4ae90e2e985024d3a39cc92f87bfb131e5abca5,Vicent Marti,2014-11-14T17:58:30Z,Add Thrift
linguist,49288288740777f4189de2ba176999a74f638a64,Vicent Marti,2014-11-14T17:56:34Z,Add Ninja
linguist,af90ac3758479f542fa6a8afbb3c4c68e260dfa1,Vicent Marti,2014-11-14T17:54:27Z,add Maven buildfiles
linguist,d4e6798ba8d2b1b6ec388f2b295cfc03c60c114d,Vicent Marti,2014-11-14T17:48:19Z,add Graphviz
linguist,03b250990d48a51cc8c8513d165347ee1f53c90d,Vicent Marti,2014-11-14T17:46:16Z,Add Cap'n Proto
linguist,5bc0ce088819ca33882f6121501eadab5afc4a2c,Vicent Marti,2014-11-14T17:44:12Z,Add Bison
linguist,a0bbf7df6fb09a641418b32d947095c52c864414,Vicent Marti,2014-11-14T17:41:36Z,Add Ant
linguist,6b90f22cef66bc95153b7c1746447fac225bf472,Vicent Marti,2014-11-14T17:37:54Z,Add Parrot IR
linguist,d2905765434f37ae64d0a7bfb5696dbfc4bf996f,Vicent Marti,2014-11-14T17:16:51Z,Add Docker Files as a language
linguist,75871e52ea6f27a986e85a61b958d6fc8eebab09,Vicent Marti,2014-11-14T16:39:51Z,Merge pull request #1707 from github/vmg/lol-pygments
linguist,b40459335b6f6efee69583ff7a9e5041546efeb7,Vicent Marti,2014-11-14T16:38:39Z,...actually... This is 4.0.0 because of breaking changes
linguist,51b16ca9655a0701546f2c2c3afd61c5153037a0,Vicent Marti,2014-11-13T15:03:50Z,oops
linguist,5dafa937de8ba58a6a4346365f80793e1f59f290,Vicent Marti,2014-11-13T15:00:18Z,Remove lexers from `languages.yml`
linguist,2307c2e9fc951641fc92b74c5c0d4a777257c5f0,Vicent Marti,2014-11-13T12:19:03Z,Bump version to 3.6.0
linguist,d12aff97764b41eb3fee93ee8618b79b3a916820,Vicent Marti,2014-11-02T23:44:36Z,Unused test
linguist,fcd26da282af3c6d8be042d40c1d8715111dd938,Vicent Marti,2014-11-02T23:43:33Z,Remove outdated gems
linguist,4a10b27611f546d124256b46c91eaa9747371494,Vicent Marti,2014-11-02T23:42:28Z,Remove Pygments
linguist,201fe54b0c152a569833aead437bcb5c465dfe04,Vicent Marti,2014-11-14T15:12:22Z,Merge pull request #1710 from github/grammars
linguist,1618a3b02afcbb03f4476d7a233ce53192557677,Adam Roben,2014-11-13T19:26:06Z,Use the original Kotlin package instead of a fork
linguist,3be97ccaa3f06e7df7dda90f7332efe4f0cd4013,Adam Roben,2014-11-13T19:24:47Z,Update SCSS bundle location
linguist,879e4977e43ff4f677dd3afc5a5221f7d5c376ae,Adam Roben,2014-11-13T18:45:02Z,Handle includes like source.c#block
linguist,613b71719f4b399654deaf0f6000cd8f027df304,Adam Roben,2014-11-13T18:42:36Z,Add back some accidentally pruned grammars
linguist,2870f6d038af9bac98d44a8af6155a46534f8f99,Adam Roben,2014-11-13T18:16:24Z,Prune unused grammars
linguist,046fb189802dd9ac8160911c90cf07ba01d746b1,Adam Roben,2014-11-13T15:57:59Z,Add github-linguist-grammars gem
linguist,d133d9eccb9aa549e68ea4383e015e4a540ce3e3,Brandon Keepers,2014-11-13T15:47:52Z,Merge pull request #1709 from github/emacs-lisp-assertion
linguist,296473507f8a9ff4c1edd6ef168802893bb8c72e,Brandon Keepers,2014-11-13T15:40:58Z,Add assert for Emacs lisp
linguist,ff8821080a1ea70d97eff199d475200eae2d3643,Adam Roben,2014-11-13T14:53:33Z,Merge pull request #1708 from github/fortran-modern
linguist,9acf41b0fea9eb0180224afb8f684967dc197e4e,Adam Roben,2014-11-13T14:52:08Z,Use source.fortran.modern TM scope for FORTRAN
linguist,9c64f72f358d3cdef45d2a76a0fcbe2fb1f579dc,Paul Chaignon,2014-11-13T00:38:54Z,Add .mm as an XML extension with heuristic rule
linguist,9385e70d2dc1fbe37bd11c0b2f302d196289e6d1,Adam Roben,2014-11-12T18:51:59Z,Merge pull request #1705 from github/cut-release-v3.5.2
linguist,9469e188c85909c61134d314686afd474e2a5c5a,Adam Roben,2014-11-12T18:39:05Z,Bump to version v3.5.2
linguist,6e57ca6fbc3c2ffecf555cb100622d369f6641fa,Vicent Marti,2014-11-12T17:19:10Z,Update the TM scope for the Zephir language
linguist,d5e3ebaef300999ec82df18183a5eb92cd866a8e,Adam Roben,2014-11-12T17:08:14Z,Merge pull request #1704 from github/gas-tmscope
linguist,a9eac8a8327e22f780a0f534c6cf15d0e431b77b,Adam Roben,2014-11-12T17:07:23Z,Add a tm_scope for GAS
linguist,1c7f5368cf4bb3852bba26c0ceca5724aa780a7d,Adam Roben,2014-11-12T16:45:01Z,Merge pull request #1703 from github/less-tmscope
linguist,960ff73c7fcd42e603fbf892749b9653da4a3565,Adam Roben,2014-11-12T16:43:52Z,Fix the tm_scope for Less
linguist,95777055d11b2287bc60c6fe17e29e296c7030b1,Sebastian Godelet,2014-11-11T15:28:07Z,languages.yml: added an interpreter entry to Mercury section
linguist,e1ce30c3ce37b59b87e00b86dcee3a690696dcf2,Brandon Keepers,2014-11-11T06:39:55Z,Merge pull request #1653 from baroquebobcat/patch-1
linguist,89b442c751f1eb57281b57356260d560f222254d,Brandon Keepers,2014-11-11T06:39:19Z,Merge pull request #1657 from techniq/patch-1
linguist,6b41059cdf78173e0b8fdce07ba67182ab8dcb31,Adam Roben,2014-11-10T20:19:28Z,Merge pull request #1696 from github/cut-release-v3.5.1
linguist,62cb42eee5d15d93a059c0ba8466244305b73f72,Adam Roben,2014-11-10T20:15:15Z,Bump to 3.5.1
linguist,6bbb56db00dbd6aa50666b5d78d0aaf73522d248,Adam Roben,2014-11-10T20:13:28Z,Merge pull request #1695 from github/nil-safety
linguist,160598b9ef6b23f5c78eeb08811db69b831ee6d8,Adam Roben,2014-11-10T20:12:29Z,Make it safe to pass nil to Language.find_by_name/alias again
linguist,32b07a4e102d9bc038e79cfcb8d3404834251c39,Adam Roben,2014-11-10T19:52:55Z,Merge pull request #1694 from github/cut-release-v3.5.0
linguist,8890c576815bf1bc0531eda5df2960b6378328b4,Adam Roben,2014-11-10T19:38:55Z,Bumping to 3.5.0
linguist,de188126fbb6e5569d7d56e94a91d04c217b16c2,Adam Roben,2014-11-10T19:37:45Z,Merge pull request #1683 from github/find-by-ext
linguist,97a1adcef10f9a32dbc9b899b56fb96be8095ed2,Adam Roben,2014-11-10T19:30:37Z,Allow extensions without a leading dot
linguist,ffbe95d6e5dd210f6a950c9400a7446651322cc0,Adam Roben,2014-11-10T19:15:21Z,Fix docs
linguist,d54f86ae5850830c1f9eb984b27a51591c643917,Adam Roben,2014-11-10T19:12:29Z,Add some tests for Language.find_by_extension
linguist,92ace440b9283b40c581d04dd0e72a54c11800b9,Brandon Keepers,2014-11-08T19:00:36Z,Merge pull request #1540 from rlespinasse/golo-support
linguist,d5ee477d3b1c061798bbb6f8171a5e5c3c9e810f,Adam Roben,2014-11-07T20:47:35Z,Merge pull request #1687 from github/shell-session-scope
linguist,6e8152c4239bb1e4078c89e14769b25665e80647,Adam Roben,2014-11-07T20:02:37Z,Add a TextMate scope for .sh-session files
linguist,814935666836c9d7a55e5868c84e2382e8cdbcf4,Adam Roben,2014-11-07T18:39:24Z,Merge pull request #1678 from tenbits/master
linguist,806e30d70f820085c88ccf26742c59e99b95d393,Alex Kit,2014-11-06T23:49:02Z,Use MaskLexer for *.mask
linguist,299ec8f8ea0a9469bb1c5b1a09feadab86276ac3,Adam Roben,2014-11-07T17:57:36Z,Merge pull request #1686 from github/pytb-tm_scope
linguist,f6fbd18bd5366ca4da14d91512df8a351f5082a6,Adam Roben,2014-11-07T17:55:59Z,Add a TextMate scope for .pytb files
linguist,ecd30d3ccfaf179c5c18525e906469eabeb34948,Adam Roben,2014-11-07T15:31:00Z,Merge pull request #1675 from github/more-aliases
linguist,228d89649aa85f17b3e5844d526bfc390cec0780,Brandon Keepers,2014-11-07T15:27:07Z,Add Language.find_by_extension
linguist,751360ecf15c36073d71cf97277faf29127094d9,Adam Roben,2014-11-07T14:42:17Z,Make Language.[] and Language.find_by(alias|name) ignore case
linguist,d9ed216092418b9f64ed38f8dd2a26ae4a8b2a62,Adam Roben,2014-11-06T21:21:31Z,Add language aliases from Pygments
linguist,18a3ef9e5e80889d3daf88dab9338a65c97a7310,Adam Roben,2014-11-06T21:10:53Z,Pull in file extensions from Pygments
linguist,33d75d9623ff6a1102014f046b645aebefba6081,Brandon Keepers,2014-11-06T21:14:03Z,Tests for BlobHelper#empty?
linguist,a0cc2c4c86ec074deea05c6ae5c824f3363a9a5d,Brandon Keepers,2014-11-06T20:59:34Z,remove reference to empty.js
linguist,754bc4ef6dc0bf72498b9984738cf10dc0b02597,Brandon Keepers,2014-11-06T20:56:19Z,Remove more empty samples
linguist,df550435007b0536b3c526a262a0fc8501788776,Brandon Keepers,2014-11-06T20:49:24Z,Bail earlier if the file is empty.
linguist,f22524a6154e6cf684578d1fd77907e85424ad20,Arfon Smith,2014-11-06T20:27:49Z,Moving comments
linguist,1831390429649489c06cfb8f24072e918fe18653,Arfon Smith,2014-11-06T20:09:19Z,Use heuristics earlier to inform the rest of the classification process
linguist,f4c7661cc64f04c085821f777f91b9b83f323dad,Arfon Smith,2014-11-06T20:08:42Z,Removing inconsistency of `find_by_heuristics` (was sometimes returning nil and sometimes returning and empty array)
linguist,0ab88919c9c2ca7f98f8bbf497b2123197140956,Arfon Smith,2014-11-06T19:30:28Z,Removing unused array of candidate languages.
linguist,9107d3c243a13e18020d01a99624bc30cbb6a20d,Arfon Smith,2014-11-06T19:26:40Z,Reworking most heuristics to only return one match
linguist,42e9131b4fcb4ade401f1fb381e25d00b16e638a,Blake Embrey,2014-11-06T17:47:00Z,Add RAML support
linguist,e7b670c5dee90457b82b10f5f7c5698ad66e43a3,Arfon Smith,2014-11-05T19:56:37Z,Merge pull request #1669 from github/support-hack
linguist,114fabd29ae7ca9826c845ad10f27da58bb54210,Arfon Smith,2014-11-04T22:12:46Z,Test for Hack heuristic
linguist,09467914349b5754b56643e938180f1d1bb9ce2f,Arfon Smith,2014-11-04T22:09:00Z,Merge branch 'master' into support-hack
linguist,06bcdba9c492b5e7c21d575f780b6b389ce431fe,Brandon Keepers,2014-11-03T19:20:59Z,Merge pull request #1654 from danijar/master
linguist,729a174eb6b9f8c547cc4fb4c2dee1ff965a751f,Nick Howard,2014-11-03T19:11:14Z, add pants BUILD file highlighting to languages.yml
linguist,1dbbcb73e7e68bd9dc7f117201ab60a6b07d1061,Danijar Hafner,2014-11-03T18:41:31Z,Add tests for minified JavaScript and CSS
linguist,74fa4b9b7555507bd4788145eb6a82ce04aed02b,Brandon Keepers,2014-11-03T13:54:11Z,docs
linguist,87df17309c7418e754ff7a748173216c59a317a1,Sean Lynch,2014-11-03T13:35:14Z,Fix package.config to packages.config
linguist,815337299a9cfc988460ff02924b303bd3d89bd9,Brandon Keepers,2014-11-03T13:21:46Z,Extract empty blob strategy
linguist,fd32938cd8620bc1055960133c514c866b4d5a03,Brandon Keepers,2014-11-03T13:15:20Z,Extract strategies for detecting the language
linguist,8d7b4f81b44d578fba4d162dc3a57635df7c5cb3,Brandon Keepers,2014-11-03T03:15:52Z,Extract filename strategy
linguist,f2cd75332c94deb534e814f9bc58a760e21fd507,Arfon Smith,2014-11-03T02:17:38Z,Merge pull request #1660 from github/1623-local
linguist,2cd7579e216a453d6518e35204389c4ecf496d99,Arfon Smith,2014-11-03T02:14:46Z,Merge branch '1623-local' of github.com:github/linguist into 1623-local
linguist,d9daae176e9ffd7792b4f49c8ddd5f6b775c6cfe,Arfon Smith,2014-11-03T02:12:59Z,Merge branch 'master' into 1623-local
linguist,20814ec533c4adf9c3f3682ab8ea6000f76f2155,Arfon Smith,2014-11-03T02:12:59Z,Merge branch 'master' into 1623-local
linguist,9d8ab16a38e85cefe9ae50548231a9d162024e58,Arfon Smith,2014-11-03T01:58:50Z,Merge branch 'master' into 1623-local
linguist,49c2793bf5b6473d186bada4474d61227ba2e41a,Arfon Smith,2014-11-03T01:56:20Z,Syntax preference
linguist,b5cacbba9f4abf740870e246365f2f71eb4a7477,Sean Lynch,2014-11-02T15:13:52Z,Add .NET config files as XML
linguist,edadca9085ba69f907b44e142fa7b45520367f96,Geoff Nixon,2014-10-17T11:42:51Z,"Add comment styles, don't choke on `#!/usr/bin/env foo=bar`..."
linguist,20aee11cea522df3d4646a604e651de2a8a88ab7,Danijar Hafner,2014-11-01T18:13:19Z,Exclude minified JavaScript and CSS
linguist,2bc546eadfdd7258825457662839c700957d7fa9,Arfon Smith,2014-11-01T15:05:45Z,Merge branch 'master' into 1233-local
linguist,9e50e188a813ce5a1885d40c8aacd8b0128377c7,Arfon Smith,2014-11-01T14:59:29Z,Merge branch 'master' into 1233-local
linguist,e8cf750e18dfcd70bdec5b577802c25f6cea2d67,Arfon Smith,2014-11-01T14:26:49Z,Merge pull request #1639 from pchaigno/asc
linguist,5ffc4c0158b6178b94e3f2602e3455d8f18e98fb,Arfon Smith,2014-10-31T22:22:32Z,"Starting work on Disambiguate Matlab, Objective-C, Mathematica, M, and Mercury method"
linguist,21f56744d487abb8ab31afb6b4b4c82b04c14def,Brandon Keepers,2014-10-31T22:03:28Z,Merge pull request #1608 from github/just-yajl
linguist,02aeb4f89561fc83d3bbb6753c2968e6c81e7c64,Brandon Keepers,2014-10-31T22:03:03Z,Merge remote-tracking branch 'origin/master' into just-yajl
linguist,f9de16fbd229e43074f9a8d936f76e71685a8cb8,Arfon Smith,2014-10-31T21:46:49Z,Merge pull request #1620 from unfunco/ant-build-dist-support
linguist,abe002f30c7520ee6642cc8c71f489e42a736610,Brandon Keepers,2014-10-31T21:36:06Z,Merge remote-tracking branch 'origin/master' into tricknotes-ruby-22
linguist,e5ae6fb00de4f8e9f8d8943d28644e2c435ac678,Jessica Lord,2014-10-31T21:16:34Z,Merge pull request #1650 from github/greenshell
linguist,a0a8dd889738a26a20e36461af92ac96c915ca16,Jessica Lord,2014-10-31T21:15:59Z,its always greener
linguist,e00f0737262e6dd21f1347f50a352c927c6aaca0,Jessica Lord,2014-10-31T20:08:25Z,that new green shell
linguist,1a9ee8e1875bca2fbcebfec0e9c4337afa72a9c6,Arfon Smith,2014-10-30T11:24:56Z,Merge pull request #1636 from Verteiron/master
linguist,0c05a6c3ac57ad624e2869b3606558bbcaee529e,Arfon Smith,2014-10-30T01:06:40Z,Merge branch 'master' into 1036-local
linguist,213fce00e0d013dd5b3fe4e43028114357d619d9,Arfon Smith,2014-10-30T00:57:32Z,Merge pull request #1646 from github/gradle-extension
linguist,380739b209c63f4c99b88bab308e54d273494774,Arfon Smith,2014-10-30T00:56:59Z,Removing stale extension
linguist,36322f8ac0ab493dfbe0d9b0e429f7157ba89391,Arfon Smith,2014-10-30T00:38:19Z,Update README.md
linguist,57d1ec7733ea5478c64d19c2fd8120ce85658ce4,Arfon Smith,2014-10-29T22:10:14Z,Merge pull request #1645 from pchaigno/moon-shebang
linguist,648c6d45474cde094018e7e35aca350eac3922a7,Paul Chaignon,2014-10-29T19:00:21Z,Add moon interpreter for MoonScript
linguist,6ab5870b59e48c4726fb82250dc4a416245048b0,Arfon Smith,2014-10-29T18:34:41Z,Merge pull request #1643 from github/linguist-3.4.1
linguist,7dbe2bb774d6cab0719a1b1ff5f834aeff4a62d8,Arfon Smith,2014-10-29T18:13:26Z,Bumping version for 3.4.1 release
linguist,163a039e0d24da310b8261c1cb16e5993efec5bf,Adam Roben,2014-10-29T14:02:49Z,Merge pull request #1641 from github/aroben-patch-1
linguist,9595e2ba7e63b584e2a32cdee3c86ad9ffccf261,Adam Roben,2014-10-29T14:00:09Z,Use text.html.erb scope for HTML+ERB files
linguist,d4d6ef314d39ba516ae039ad7180b6f15a36b43d,Arfon Smith,2014-10-29T00:14:43Z,Merge branch 'master' into 1036-local
linguist,322b21e0d0f4a512a8e5c95f6e9f560f04e94493,Arfon Smith,2014-10-29T00:14:32Z,Updating regexes
linguist,a696e3a7a24f184210f22e7ca9ae3eb5d1ecda99,Arfon Smith,2014-10-27T17:38:34Z,Merge pull request #1632 from ngn/master
linguist,ebabcfc84f4e922af60f2c2497ef3edf59d393d7,Paul Chaignon,2014-10-27T14:50:18Z,Heuristic rule to detect AsciiDoc files
linguist,8336dc33e410982bb77dad5d36e03e33a8b2fedd,ngn,2014-10-27T10:35:23Z,Add sample .dyalog file for file type APL
linguist,5f22bf225c9baa2bc0b81b9c2e308de31cfc21a7,Verteiron,2014-10-26T20:30:40Z,Added extra Papyrus sample files.
linguist,8eee8ad9cf8f9d291b312dbf02a4423fe6a794ae,Verteiron,2014-10-26T19:58:17Z,Add sample Papyrus script
linguist,24743985e46c265b57740255fc44bc2c6bc51e00,Verteiron,2014-10-26T19:53:20Z,Add Papyrus support
linguist,94fba197d19cb91a0e9ba13ee10fecb0d495ed6d,Arfon Smith,2014-10-26T09:06:38Z,Merge pull request #1634 from wil93/master
linguist,3504a36c3e8727e41b8d40ceb9987374e4158cbf,William Di Luigi,2014-10-25T11:06:46Z,Add LOLCODE support
linguist,c8038d1c80aaa40d933fd70704c9f5c8bb910994,Arfon Smith,2014-10-24T21:48:11Z,Merge pull request #1633 from pchaigno/proguard
linguist,8ba8b48caf0f4c1999d29e53599b08020af4528c,Paul Chaignon,2014-10-24T21:18:22Z,Add ProGuard config files to vendored files
linguist,92d0c1f3b721b3f2d3d75f9fbb0c76007902eadc,ngn,2014-10-24T14:55:27Z,Recognise *.dyalog as APL sources
linguist,d4186bd34ab81650126e85acd6b1f56f6b286838,Adam Roben,2014-10-23T18:42:57Z,Merge pull request #1630 from github/even-more-tmscopes
linguist,008ba9e23fd306dce6d17bd148b41ef7b817e91c,Adam Roben,2014-10-23T18:13:53Z,Assign a bunch more TextMate scopes
linguist,fd707ddf7e3699d321b2a56cad1903e869a71d05,Paul Chaignon,2014-10-23T18:22:12Z,Heuristic rules to distinguish .sc files between SuperCollider and Scala
linguist,32de8a4d197ffc5dbb9099471f10b530b531a234,Arfon Smith,2014-10-23T12:59:36Z,Only exact matches
linguist,cf9998f3e4cedd7b3e78360b7c3848f5dfaf9da6,Arfon Smith,2014-10-23T11:16:51Z,Merge branch 'master' into 1036-local
linguist,f258e4940da18e6e326c16a914f99595f80ec23c,Arfon Smith,2014-10-23T11:16:26Z,Merge branch 'master' of github.com:github/linguist
linguist,a7b8e38bf33472b1436f7214aa7410d9d48dbab7,Arfon Smith,2014-10-23T11:16:02Z,CI step for samples
linguist,89320b1ca4950b826231bec26d25e7942ec7629f,Arfon Smith,2014-10-23T11:05:18Z,Merge branch 'master' into 1036-local
